Instrument_Category,Instrument,Dataset_ID,Acq_Time_Start,Acq_Length,Dataset_Type,Curated_Quality,XIC_WideFrac,XIC_FWHM_Q1,XIC_FWHM_Q2,XIC_FWHM_Q3,XIC_Height_Q2,XIC_Height_Q3,XIC_Height_Q4,RT_Duration,RT_TIC_Q1,RT_TIC_Q2,RT_TIC_Q3,RT_TIC_Q4,RT_MS_Q1,RT_MS_Q2,RT_MS_Q3,RT_MS_Q4,RT_MSMS_Q1,RT_MSMS_Q2,RT_MSMS_Q3,RT_MSMS_Q4,MS1_TIC_Change_Q2,MS1_TIC_Change_Q3,MS1_TIC_Change_Q4,MS1_TIC_Q2,MS1_TIC_Q3,MS1_TIC_Q4,MS1_Count,MS1_Freq_Max,MS1_Density_Q1,MS1_Density_Q2,MS1_Density_Q3,MS2_Count,MS2_Freq_Max,MS2_Density_Q1,MS2_Density_Q2,MS2_Density_Q3,MS2_PrecZ_1,MS2_PrecZ_2,MS2_PrecZ_3,MS2_PrecZ_4,MS2_PrecZ_5,MS2_PrecZ_more,MS2_PrecZ_likely_1,MS2_PrecZ_likely_multi,SMAQC_Job,C_1A,C_1B,C_2A,C_2B,C_3A,C_3B,C_4A,C_4B,C_4C,DS_1A,DS_1B,DS_2A,DS_2B,DS_3A,DS_3B,IS_1A,IS_1B,IS_2,IS_3A,IS_3B,IS_3C,MS1_1,MS1_2A,MS1_2B,MS1_3A,MS1_3B,MS1_5A,MS1_5B,MS1_5C,MS1_5D,MS2_1,MS2_2,MS2_3,MS2_4A,MS2_4B,MS2_4C,MS2_4D,P_1A,P_1B,P_2A,P_2B,P_2C,P_3,P_2Anorm,BinomResp,LLRC.Prediction
LTQ_IonTrap,LTQ_2,285471,9/5/12,59,MS-MSn,poor,0.222109,25.4351,30.558,39.0187,1.15193,0.556064,2.33898,3539.43,0.312251,0.108415,0.130326,0.449008,0.0822507,0.213211,0.639144,0.0653941,0.29982,0.204203,0.217125,0.278852,0.878537,1.79638,7.9171,0.62521,0.594555,6.3091,3080,3.77947,79,103,361,7834,2.82427,355,589,777,0,0,0,0,0,0,0.10965,0.89035,874880,0.001534,0.003067,12.8487,25.2944,85.94,97.93,73.16,29.06,100.82,7.778,9,206,2061,1.428,1.114,1,1,778.7266,0.004357,0.416122,0,10,27.99,41890,13.367,172504,-0.062819,0.234032,-35.911,-35.624,60.392,125.3,855,0.0176,0.0917,0.1379,0.1469,7.06,-7.063,640,579,554,0.016245,0.310528869,1,0.87
LTQ_IonTrap,LTQ_2,285484,9/5/12,59,MS-MSn,poor,0.281448,6.52111,7.83349,9.52878,0.53114,0.606041,2.06523,3539.5,0.670962,0.144358,0.0849649,0.0997146,0.223955,0.223035,0.201904,0.351106,0.285088,0.509047,0.118896,0.0869697,0.975607,1.32663,9.61307,0.755771,2.8849,7.56604,10739,4.70753,2,3,22,2679,2.60955,12,28,93,0,0,0,0,0,0,0.621501,0.378499,874907,NA,NA,0,NA,19.23,19.94,12.53,75.77,26.45,0,0,0,0,0,0,40,26,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93,-5.933,0,0,0,0,NA,1,0.99
LTQ_IonTrap,LTQ_2,285495,9/6/12,59,MS-MSn,good,0.241237,23.1889,27.8239,35.732,1.38739,0.511932,2.29126,3540.75,0.298058,0.123416,0.131906,0.446621,0.0543332,0.357433,0.536631,0.0516031,0.277423,0.213411,0.226889,0.282277,1.29658,3.97498,4.89071,0.247246,6.09704,2.24413,2478,4.59054,46,72,1400,8502,2.98202,298,622,811,0,0,0,0,0,0,0.104916,0.895084,874930,0,0.001048,13.1712,36.2154,58.72,77.42,38.98,23.32,79.15,6.929,8.909,220,2200,1.483,1.103,1,1,825.7903,0.014815,0.398519,0,10,32.805,58252,11.828,241970,-0.030281,0.220414,-14.687,-14.656,46.287,127.1,851,0.0082,0.1327,0.1875,0.1929,7.17,-7.167,935,825,782,0.017903,0.425,0,0.1
LTQ_IonTrap,LTQ_2,285500,9/6/12,59,MS-MSn,poor,0.285371,6.75584,7.89391,9.62129,0.514624,0.409624,2.67564,3541.4,0.353861,0.425973,0.111689,0.108477,0.451552,0.134727,0.175711,0.238011,0.156793,0.155623,0.418167,0.269417,0.921233,0.851552,8.50864,0.347651,0.129857,6.6468,7292,4.56595,36,47,58,5414,2.60677,10,28,62,0,0,0,0,0,0,0.520502,0.479498,874939,NA,NA,0,NA,51.99,64.8,26.63,5.86,49.4,0,0,0,0,0,0,29,22,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,-6.29,0,0,0,0,NA,1,0.99
LTQ_IonTrap,LTQ_2,285505,9/6/12,59,MS-MSn,poor,0.250478,7.61497,8.28347,9.37392,0.57046,0.677708,1.37735,3540.47,0.93426,0.0174854,0.0183934,0.0298612,0.263007,0.228893,0.215732,0.292368,0.933456,0.0343051,0.0170799,0.0151586,1.08705,0.755139,9.58537,0.486353,0.582518,9.40077,10239,4.83526,1,2,3,523,2.55298,6,20,37,0,0,0,0,0,0,0.661568,0.338432,874947,NA,NA,0,NA,17.9,17.05,21.52,6.76,15.99,0,0,0,0,0,0,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16,-6.156,0,0,0,0,NA,1,1
LTQ_IonTrap,LTQ_2,285509,9/6/12,59,MS-MSn,good,0.256106,30.4276,35.8989,45.1155,1.45166,0.72252,2.89318,3540.18,0.265821,0.106337,0.143029,0.484813,0.369764,0.372791,0.214138,0.0433066,0.245412,0.220127,0.239367,0.295094,4.47131,1.9647,2.38592,5.48367,2.25581,0.739397,1431,2.83261,57,1407,1529,9090,3.02594,325,670,868,0,0,0,0,0,0,0.0671067,0.932893,874956,0.000851,0.011064,12.6622,46.3585,64.35,74.84,32.93,24.36,72.89,6.455,4.48,214,2138,1.574,1.156,1,0,933.8168,0.021438,0.460277,0,10,32,86254,16.005,278590,-0.008938,0.222289,-4.988,-4.775,49.05,97.65,879,0.0093,0.1377,0.1815,0.2168,7.12,-7.115,1148,937,862,0.024362,0.536950421,0,0.01
LTQ_IonTrap,LTQ_2,285516,9/6/12,59,MS-MSn,poor,0.284673,10.231,11.851,14.5769,0.973976,3.07903,2.96844,3540.38,0.198792,0.0349785,0.0361645,0.730065,0.488893,0.145987,0.16598,0.19914,0.122736,0.110449,0.258394,0.50842,1.20683,2.4137,9.86974,0.703842,5.01843,7.90122,5515,4.42744,1,2,43,4254,2.94344,72,179,520,0,0,0,0,0,0,0.250118,0.749882,874970,0,0,4.0772,24.7719,60.47,77.16,26.6,49.47,73.69,6.391,11.5,71,711,1.391,1.095,8,4,688.3669,0.017544,0.146199,0,10,74.69,62502,14.24,298647,-0.121406,0.214921,-78.664,-78.184,30.847,152.1,819,0,0.0172,0.1483,0.0979,6.96,-6.963,198,181,171,0.005848,0.278481013,1,1
LTQ_IonTrap,LTQ_2,285547,9/6/12,59,MS-MSn,poor,0.274112,6.13277,7.14612,8.62081,0.437122,0.506561,2.69661,3542.67,0.340739,0.293093,0.290772,0.0753965,0.365325,0.244285,0.168059,0.22233,0.149542,0.209692,0.274795,0.365971,0.79652,0.608845,7.95694,0.122372,0.0983603,5.68628,9618,4.62272,42,48,55,4137,2.59869,9,19,33,0,0,0,0,0,0,0.417211,0.582789,875033,NA,NA,0,NA,23.78,26.2,6.95,58.87,69.2,0,0,0,0,0,0,9,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,-6.366,0,0,0,0,NA,1,0.99
LTQ_IonTrap,LTQ_2,285719,9/6/12,59,MS-MSn,poor,0.211458,12.8913,15.0043,26.629,1.02315,0.747575,1.27059,3539.51,0.928767,0.0348133,0.0295093,0.0069104,0.318222,0.28415,0.0977646,0.299863,0.392241,0.551545,0.0281611,0.028053,1.11696,0.890507,11.0816,0.320669,0.701958,10.8691,6372,4.94246,1,1,2,960,2.42907,8,90.5,132,0,0,0,0,0,0,0.60625,0.39375,875369,NA,NA,0,NA,22.75,29.69,6.15,20.51,13.79,0,0,0,0,0,0,10,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,-5.545,0,0,0,0,NA,1,1
LTQ_IonTrap,LTQ_2,285732,9/6/12,59,MS-MSn,good,0.287781,29.4163,34.2897,42.6588,0.956376,0.684206,2.82743,3539.62,0.156023,0.170402,0.188791,0.484783,0.239399,0.241609,0.256971,0.262021,0.238116,0.240275,0.255371,0.266238,1.0817,0.716443,1.98123,1.29204,0.141562,0.721442,952,0.315995,1484,1532,1568,9469,2.97549,399,684,854,0,0,0,0,0,0,0.11733,0.88267,875396,0,0.002078,16.4537,43.6984,49.47,65.16,53.54,27.32,71.55,5.987,5.3,273,2723,1.478,1.148,0,0,860.9807,0.017561,0.39122,0,0.473,37.89,61862,13.932,209000,0.001828,0.220237,0.723,0.758,56.061,106.3,845,0.0382,0.21,0.2133,0.1994,7.3,-7.296,1408,1224,1130,0.022124,0.517076754,0,0
LTQ_IonTrap,LTQ_2,285737,9/6/12,59,MS-MSn,poor,0.151013,8.56128,9.93809,14.0648,0.58346,0.571912,1.9238,3539.35,0.0628903,0.0466252,0.136136,0.754349,0.285221,0.142385,0.297118,0.275276,0.122845,0.194807,0.259864,0.422483,1.34249,2.58315,7.94393,0.885383,3.91792,6.09984,9082,5.05519,1,2,80,1086,2.45513,6,13,26,0,0,0,0,0,0,0.467772,0.532228,875409,NA,NA,0,NA,31.12,19.72,10.78,40.15,33.75,0,0,0,0,0,0,10,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,-5.7,0,0,0,0,NA,1,1
LTQ_IonTrap,LTQ_2,285739,9/6/12,59,MS-MSn,good,0.290929,21.436,25.2619,32.3244,0.662263,0.577345,4.65408,3539.36,0.187988,0.170981,0.189453,0.451578,0.397186,0.418858,0.142812,0.0411443,0.233136,0.227207,0.237989,0.301668,3.63628,2.24362,2.34286,4.98799,1.96147,0.821999,1595,3.14429,103,1161,1530,9205,2.99759,427,672,841,0,0,0,0,0,0,0.136448,0.863552,875414,0.000538,0.005382,16.3142,56.6991,47.72,56.26,35.93,27.89,57.42,5.004,6.105,275,2751,1.534,1.131,1,0,865.0959,0.044289,0.399378,0,2.86,51.77,61965,15.941,240000,0.009609,0.218145,4.801,4.9,52.067,125.5,817,0.0661,0.2686,0.2857,0.2335,7.57,-7.574,1812,1577,1423,0.020379,0.658669575,0,0
LTQ_IonTrap,LTQ_2,285744,9/7/12,59,MS-MSn,poor,0.272789,4.49874,5.28254,6.50097,0.247378,0.522177,2.95872,3539.21,0.299445,0.376767,0.216481,0.107307,0.090074,0.28584,0.40727,0.216815,0.29589,0.218946,0.223808,0.261356,1.30979,1.12289,5.19279,0.954298,0.303841,3.93529,3833,3.76648,82,447,636,7306,2.54949,3,6,18,0,0,0,0,0,0,0.513961,0.486039,875423,NA,NA,0,NA,32.54,37.59,17.23,37.66,23.24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,-6.244,0,0,0,0,NA,1,0.99
LTQ_IonTrap,LTQ_2,285746,9/7/12,59,MS-MSn,good,0.27972,30.0177,34.788,42.9941,0.713848,0.635976,2.76512,3539.47,0.167773,0.176684,0.181844,0.473699,0.362602,0.382646,0.210252,0.0444999,0.231206,0.233605,0.24525,0.289938,3.18355,1.54611,2.3814,5.20002,1.51839,0.715902,1436,2.74055,365.75,1459.5,1543,9152,2.97637,415.75,689,854,0,0,0,0,0,0,0.122596,0.877404,875428,0.000697,0.004878,15.945,44.9044,62.01,78.13,55.4,28.25,83.69,6.098,4.371,263,2626,1.528,1.161,0,0,865.9273,0.025717,0.39367,0,1.9565,35.3,57889,11.336,193515,0.011849,0.222937,7.486,7.491,62.788,98.205,837,0.0532,0.2073,0.2175,0.1895,7.31,-7.314,1404,1197,1111,0.021602,0.534653465,0,0
LTQ_IonTrap,LTQ_2,285754,9/7/12,59,MS-MSn,good,0.270945,23.5316,27.8462,35.6327,1.60981,0.838577,3.20937,3539.46,0.319183,0.119209,0.151734,0.409873,0.468721,0.465341,0.0334041,0.0325337,0.257897,0.212005,0.227256,0.302842,1.5722,4.10939,3.76645,0.722869,6.7746,0.941755,1799,4.1582,99,373,1492,8928,3.10487,273,604.5,830,0,0,0,0,0,0,0.172379,0.827621,875445,0,0.007422,12.9198,57.199,50.54,61.62,30.02,28.02,63.51,5.202,5.235,220,2198,1.506,1.125,0,0,887.435,0.02988,0.446215,0,10,40.52,78808,13.392,294000,0.009149,0.22173,5.137,5.353,43.903,115.5,848,0.0025,0.1614,0.301,0.2764,7.24,-7.242,1442,1244,1124,0.02758,0.656050955,0,0
LTQ_IonTrap,LTQ_2,285771,9/7/12,59,MS-MSn,good,0.285458,34.3971,40.069,49.8205,1.00534,0.698679,2.63499,3542.47,0.194266,0.145746,0.168523,0.491465,0.241047,0.235774,0.253174,0.270005,0.241051,0.235725,0.253224,0.27,1.20391,0.789955,1.83493,1.52865,0.229481,0.406159,949,0.294259,1284,1423,1499,9490,2.96028,377,680,859,0,0,0,0,0,0,0.0880927,0.911907,875479,0.001768,0.002653,16.1494,34.862,51.96,66.76,52.84,32.04,79.39,5.124,7.211,272,2717,1.563,1.169,0,0,844.4648,0.012484,0.399501,0,0.448,30.39,68524,28.789,233000,-0.026461,0.228843,-15.319,-15.106,52.61,94.005,856,0.028,0.1294,0.1714,0.1622,7.17,-7.169,1107,915,858,0.016317,0.407434671,0,0
LTQ_IonTrap,LTQ_2,286298,9/11/12,59,MS-MSn,poor,0.248571,35.2209,41.5585,52.1583,0.432681,0.686837,4.28395,3542.8,0.766367,0.0280911,0.0272764,0.178266,0.251802,0.255194,0.253993,0.239012,0.25179,0.255233,0.253912,0.239065,0.84315,0.902315,4.04791,0.391722,0.690483,3.56048,875,0.30156,1208.5,1246,1293,8750,3.02954,144,201,303,0,0,0,0,0,0,0.387886,0.612114,876980,0,0,1.9626,29.0431,32.24,39.25,23.86,28.87,41.59,10.5,2,34,340,1.431,1.105,0,0,792.8532,0.021978,0.208791,0,10,25.88,1810.4,32.332,262000,-0.042859,0.221308,-28.883,-28.355,49.296,117.8,861,0.0012,0.0012,0.0018,0.0627,6.8,-6.8,111,101,96,0,0.326470588,1,1
LTQ_IonTrap,LTQ_2,286380,9/11/12,59,MS-MSn,poor,0.266594,7.13566,8.23874,10.0256,0.551924,0.588959,2.95823,3542.2,0.0475159,0.475873,0.427513,0.0490986,0.329475,0.204732,0.198767,0.267026,0.324579,0.622383,0.0266058,0.0264322,1.02609,0.930351,9.48298,1.01592,1.19473,8.4192,13570,5.10808,2,4,9,919,2.46011,10,24,58,0,0,0,0,0,0,0.645267,0.354733,877054,NA,NA,0,NA,25.68,29.42,14.8,27.09,17.27,0,0,0,0,0,0,24,22,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,-6.246,0,0,0,0,NA,1,1
LTQ_IonTrap,LTQ_2,286391,9/11/12,59,MS-MSn,good,0.266347,30.232,35.648,45.3897,1.6345,1.15664,2.87713,3539.88,0.297559,0.139881,0.143482,0.419077,0.260909,0.229273,0.242882,0.266936,0.260827,0.229279,0.242981,0.266913,1.77558,0.987154,2.3968,3.20695,0.1899,0.602351,939,0.301261,1218,1509,1562.5,9390,3.02007,251,582.5,828,0,0,0,0,0,0,0.152183,0.847817,877080,0.000845,0.002534,13.6859,43.2562,38.75,53.99,30.49,27.63,62.21,5.876,8.563,234,2333,1.407,1.105,0,0,869.9849,0.027714,0.339492,0,0.443,37.71,70316,10.71,251000,-0.003941,0.228716,-2.377,-2.258,45.017,111.35,855,0.0028,0.1025,0.2248,0.2156,7.13,-7.127,1160,1021,949,0.020021,0.497213888,0,0.05
LTQ_IonTrap,LTQ_2,286396,9/11/12,59,MS-MSn,good,0.278864,24.7207,29.5259,37.2714,1.03284,0.489778,3.21723,3539.28,0.248,0.156427,0.16032,0.435254,0.440737,0.464455,0.0610932,0.0337147,0.236267,0.223044,0.23185,0.308839,2.38197,3.8671,2.18179,3.30661,3.81854,0.176635,1756,3.90451,73,1040,1519,9155,2.97044,422,662,834.5,0,0,0,0,0,0,0.119061,0.880939,877092,0,0.002694,16.4565,45.0886,56.34,66.26,59.38,26.27,69.96,5.484,9.1,283,2831,1.496,1.131,0,0,823.7637,0.029385,0.334252,0,10,49.68,65593,11.672,249567,-0.015091,0.229162,-9.014,-8.86,44.868,125.5,816,0.0527,0.1994,0.2067,0.2203,7.35,-7.35,1457,1281,1189,0.018503,0.514659131,0,0
LTQ_IonTrap,LTQ_2,286402,9/11/12,59,MS-MSn,poor,0.243307,6.14044,6.77689,8.18983,0.738113,0.514924,1.25165,3540.45,0.101202,0.085612,0.77399,0.0391958,0.149305,0.274489,0.293353,0.282854,0.145701,0.0977783,0.720053,0.0364677,1.38629,2.94241,8.53477,0.658462,5.62531,5.51378,7630,4.01347,1,2,67,1270,2.49866,11,23,45,0,0,0,0,0,0,0.631496,0.368504,877131,NA,NA,0,NA,32.69,33.2,11.38,64.35,33.35,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,-5.402,0,0,0,0,NA,1,1
LTQ_IonTrap,LTQ_2,287836,9/21/12,59,MS-MSn,good,0.256213,28.2479,32.8339,42.1465,0.893689,0.611138,2.77567,3540.66,0.312445,0.120838,0.136361,0.430356,0.244394,0.281014,0.287006,0.187587,0.25563,0.240928,0.245181,0.25826,2.06672,1.04178,2.22416,2.18697,0.923948,0.51251,1011,0.848028,799.5,1074,1278,8692,2.64943,226,368,597,0,0,0,0,0,0,0.231247,0.768753,881739,0.001271,0,15.5728,25.3005,49.29,69.94,33.11,24.89,72.92,7.57,11.286,237,2371,1.475,1.114,0,0,741.9173,0.001773,0.393617,0,4.437,56.61,13739,19.826,70937,-0.029766,0.216916,-17.414,-17.31,100,141.6,715,0.0232,0.1132,0.138,0.1595,7.08,-7.084,772,690,672,0.019345,0.325601012,0,0.11
LTQ_IonTrap,LTQ_2,287858,9/22/12,59,MS-MSn,good,0.257354,28.1008,33.5602,41.9374,0.913301,0.683775,2.81885,3539.56,0.308284,0.113745,0.129294,0.448677,0.237102,0.296682,0.304252,0.161963,0.255274,0.240115,0.244848,0.259763,2.3367,1.1932,2.01157,3.27058,1.07019,0.653485,1068,1.1548,569.5,1082,1236.25,8669,2.63858,221,366,594,0,0,0,0,0,0,0.225632,0.774368,881782,0.001149,0,15.6017,27.8816,48.61,66.82,33.14,27.06,72.66,6.768,19,237,2374,1.542,1.138,0,0,753.728,0.001565,0.359937,0,5.4785,53.97,13122,16.513,70822,-0.001422,0.211204,-1.034,-0.962,100,139.95,694,0.0188,0.1291,0.1567,0.1748,7.11,-7.112,853,755,733,0.0191,0.359309183,0,0.04
LTQ_IonTrap,LTQ_2,287861,9/22/12,59,MS-MSn,poor,0.228369,36.2765,42.6911,54.5,0.522788,0.608349,3.60236,3542.67,0.655492,0.152106,0.0636254,0.128777,0.238354,0.257427,0.253517,0.250702,0.252867,0.252071,0.248274,0.246788,0.846771,0.841086,4.04549,0.547787,0.528641,2.68606,880,0.498228,909,1007,1149.5,8622,2.5194,127,198,250,0,0,0,0,0,0,0.288216,0.711784,881791,0,0,7.3724,2.9841,35.17,32.42,26.99,73.2,33.05,12,0,111,1104,1.214,1.046,0,0,727.5251,0,0.826087,0,10,73.04,1287.25,7.65,10569,-0.04801,0.237624,-25.004,-22.877,100,27.88,445,6.00E-04,0.0012,0.0061,0.0176,6.78,-6.783,42,42,39,0,0.038043478,1,1
LTQ_IonTrap,LTQ_2,288146,9/24/12,59,MS-MSn,poor,0.215693,32.6049,39.4418,49.4684,0.448873,0.405832,2.66546,3540.17,0.442769,0.217472,0.132569,0.207189,0.206468,0.275072,0.274867,0.243592,0.253681,0.250235,0.250233,0.245851,1.56404,1.14569,2.48438,2.41077,0.315995,1.05641,937,0.737283,678,1168,1285,8526,2.53789,103,271,332,0,0,0,0,0,0,0.649191,0.350809,882162,0,0,8.3437,2.5169,68.71,67.05,44.14,64.08,68.32,38,0,121,1208,1.307,1.012,0,0,674.8772,0,0.212121,0,9.043,25.2,2521,4.52,9273,-0.008754,0.211035,-5.302,3.884,100,46.415,398,0.0086,0.0103,0.012,0.0034,6.52,-6.518,40,39,39,0,0.033112583,1,1
LTQ_IonTrap,LTQ_2,288151,9/24/12,59,MS-MSn,poor,0.243299,33.6324,39.3406,49.7694,0.474307,0.556991,2.29797,3539.86,0.4651,0.206566,0.109327,0.219007,0.258275,0.258987,0.251645,0.231093,0.254391,0.251604,0.244995,0.24901,1.14795,0.955312,2.45993,0.678701,0.513425,1.2616,895,0.418609,1079,1230,1439.5,8693,2.61115,146,252,303,0,0,0,0,0,0,0.365006,0.634994,882190,0,0,9.7503,3.7948,55.06,53.93,35.78,56.44,50.66,10.8,1.667,143,1432,1.166,1.039,0,0,654.8471,0,0.237288,0,10,30.89,1698.9,6.883,7413,-0.061506,0.237687,-44.067,-40.507,100,45.295,380,0.0064,0.0129,0.0238,0.0039,6.77,-6.77,73,64,62,0,0.050977654,1,1
LTQ_IonTrap,LTQ_2,288524,9/25/12,59,MS-MSn,poor,0.219968,35.5659,43.0067,55.1939,0.564869,0.484806,4.12627,3539.75,0.479039,0.168396,0.124663,0.227903,0.23619,0.25705,0.254765,0.251995,0.255023,0.249287,0.244255,0.251435,1.51174,1.40804,2.21359,2.39479,0.271313,0.853568,900,0.305738,862,1242,1442.25,8624,2.60845,5,176.5,267,0,0,0,0,0,0,0.549165,0.450835,883189,0,0,0,NA,89.6,85.9,85.03,64.42,94.39,0,0,0,1,0.95,0,0,0,1000.549,0,0,0,9.9075,0,0,0,4750,0.315104,0.315104,157.624,157.624,100,0,345,9.00E-04,0,0,0,6.6,-6.596,1,1,1,0,1,1,1
LTQ_IonTrap,LTQ_2,288525,9/25/12,59,MS-MSn,poor,0.211005,33.9004,39.9476,51.2986,0.448111,0.590053,2.19398,3539.59,0.490886,0.208355,0.138674,0.162086,0.198074,0.287603,0.283138,0.231185,0.256887,0.248133,0.244079,0.2509,1.09945,0.99793,3.22401,1.49104,0.453722,1.61833,992,0.651734,764.5,1047,1263.25,8578,2.58471,103,168.5,201,0,0,0,0,0,0,0.519119,0.480881,883193,0,0,0,NA,62.7,54.28,59.14,77.56,56.8,0,0,0,1,1.112,0,0,0,1000.549,0,0,0,10,0,0,0,2650,0.361814,0.361814,180.99,180.99,100,0,249,0,8.00E-04,0,0,6.65,-6.654,1,1,1,0,1,1,1
LTQ_IonTrap,LTQ_2,288532,9/25/12,59,MS-MSn,poor,0.208154,32.0163,37.8913,48.5602,0.462308,0.539062,1.59012,3540.16,0.54607,0.186301,0.117704,0.149924,0.266622,0.302272,0.300179,0.130927,0.252445,0.246439,0.241902,0.259214,1.09172,1.04852,3.0966,1.04159,0.587179,2.00893,1055,1.07833,622,879,1181,8585,2.59462,87,128,156,0,0,0,0,0,0,0.465463,0.534537,883210,0,0,1.3054,2.2981,48.77,40.24,46.11,80.79,35.45,0,0,19,199,1.267,1.208,0,0,892.469,0,0,0,10,10.18,829.402,1.287,5630,-0.165918,0.220476,-50.496,-18.481,100,29.16,242,0,0,0,0.0023,6.66,-6.661,2,2,2,0.5,0.010050251,1,1
LTQ_IonTrap,LTQ_2,288540,9/25/12,59,MS-MSn,poor,0.224414,36.304,43.1032,53.9699,0.343128,0.426196,2.50465,3540.9,0.591087,0.210768,0.0705243,0.12762,0.285778,0.284637,0.283488,0.146097,0.248868,0.247585,0.245922,0.257624,1.13199,0.94848,3.5666,0.874604,0.263255,2.71561,993,0.881303,904,1108,1332,8618,2.58016,118,163,205,0,0,0,0,0,0,0.326758,0.673242,883226,NA,NA,0,NA,48.05,44.92,29.35,100.94,45.59,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,-6.721,0,0,0,0,NA,1,1
LTQ_IonTrap,LTQ_2,288547,9/25/12,59,MS-MSn,poor,0.220131,33.0182,38.8495,48.583,0.398164,0.556819,2.3872,3540.71,0.492268,0.198115,0.147581,0.162036,0.265968,0.307605,0.306474,0.119953,0.252538,0.246183,0.241878,0.2594,1.1425,1.14189,2.79802,1.54209,0.591744,1.73235,1071,1.17883,558.5,966,1235,8554,2.59037,118,169,197,0,0,0,0,0,0,0.442132,0.557868,883243,0,0,0,NA,56.99,52.27,47.21,75.16,57.13,0,0,0,1,1.64,0,0,0,736.1142,0,0,0,10,0,0,0,5670,-0.085958,0.085958,-38.977,-38.977,100,0,241,0,0,0,7.00E-04,6.68,-6.682,1,1,1,0,1,1,1
LTQ_IonTrap,LTQ_2,288560,9/26/12,59,MS-MSn,poor,0.211307,33.3422,38.842,49.0218,0.351715,0.561954,2.24015,3539.53,0.503242,0.188775,0.149942,0.158042,0.27483,0.342599,0.31695,0.0656207,0.25112,0.244399,0.240016,0.264464,1.21603,1.26107,2.89595,1.52345,0.783891,1.78893,1195,1.66283,490.5,923,1199.5,8490,2.59848,123,173,204,0,0,0,0,0,0,0.420966,0.579034,883275,0,0,2.5305,1.1855,56.83,55.15,37.7,74.68,56.22,0,0,38,377,1.312,0.927,0,0,1000.549,0,0.5,0,10,11.07,1202.2,1.117,3840,-0.321541,0.2972,-160.844,-38.695,100,8.24,256,0,7.00E-04,0.0014,0,6.69,-6.692,3,3,3,0,0.00795756,1,1
LTQ_IonTrap,LTQ_2,288565,9/26/12,59,MS-MSn,poor,0.215745,32.4809,38.7615,49.6009,0.35187,0.4289,3.65707,3540.62,0.596426,0.235488,0.0451517,0.122934,0.304566,0.302146,0.304527,0.0887615,0.248743,0.245493,0.245029,0.260735,1.2069,0.93727,3.97681,0.827659,0.277321,3.04341,1063,1.22891,752,1133,1321,8612,2.57301,84,128,161,0,0,0,0,0,0,0.367046,0.632954,883289,0,0,0.744,4.0323,45.42,39.01,28.19,111.17,32.14,0,0,11,111,1.084,0.788,0,0,1024.057,0,2,0,10,46.96,2263,1.282,4550,0.322479,0.259083,157.607,161.341,100,16.065,246,0,0,0,0.0022,6.69,-6.687,3,3,3,0,0.027027027,1,1
